Created Time,Last Modified Time,Company Name,Salutation,First Name,Last Name,Phone,Currency Code,Status,Bank Account Payment,Portal Enabled,Billing Address,Billing Street2,Billing City,Billing State,Billing Country,Billing Code,GST Treatment,GST Identification Number (GSTIN),EmailID,Country Code,MobilePhone,Place Of Contact,Place of Contact(With State Code)
2025-03-20 17:04:21,2025-03-20 17:04:21,MAJESTIC BUILDERS & DEVELOPERS,,,,,INR,Active,false,false,"Moidu Building, Opposit Ansar English School,",Perumpilav P O,Thrissur,Kerala,India,680519,business_gst,32ABFFM5849M1ZU,info@majesticbuilders.in,+91,6235104010,KL,32-Kerala
2025-03-21 12:39:19,2025-03-21 12:39:19,PRIME INDIA,,,,,INR,Active,false,false,"1st floor. N P Tower, WestFort",,Thrissur,Kerala,India,680004,business_gst,32AASFP6760E1Z1,info@primeindia.in,+91,9946335555,KL,32-Kerala
2025-03-24 15:56:55,2025-03-24 15:56:55,IDEAL PUBLICATIONS TRUST,,,,,INR,Active,false,false,"33/1570, MADHYAMAM DAILY BUILDING, WAYANAD ROAD, SILVER HILLS,",,Kozhikode,Kerala,India,673012,business_gst,32AAATI1207P1ZU,it@madhyamam.com,+91,4952732163,KL,32-Kerala
2025-03-26 11:12:26,2025-03-26 11:12:26,BCM BUILDERS & ENGINEERS,,,,,INR,Active,false,false,"1ST FLOOR, 1/38, ERATTAKULANGARA JOYS BUILDING, MC ROAD,",CHENGANNUR MULAKUZHA,Alappuzha,Kerala,India,689505,business_gst,32AFWPC5611E2ZQ,info@bcmbuilders.in,+91,9747060741,KL,32-Kerala
2025-03-26 16:54:13,2025-03-26 16:54:13,WADIRAHMA ENGLISH SCHOOL,,,,,INR,Active,false,false,"Kodiyathur P O, Mukkam",,Kozhikkode,Kerala,India,673602,consumer,,accountant@wadirahma.school,+91,8592091227,KL,32-Kerala
2025-03-27 08:35:07,2025-03-27 08:35:07,,,Anvas Valsan,,,INR,Active,false,false,Nadakkavu,,Kozhikode,Kerala,India,,consumer,,getmeanvas@gmail.com,,,KL,32-Kerala
2025-03-27 16:05:55,2025-03-27 16:10:21,BROWN CREW,,,,,INR,Active,false,false,"Nechyil, 
Kurissamkulam",Pirayiri P O,Palakkad,Kerala,India,678004,business_gst,32AAXFB6937C1ZB,wazimhr@gmail.com,+91,9846139656,KL,32-Kerala
2025-03-27 16:42:03,2025-08-04 09:36:45,HASHQUBES DIGITAL,,,,,INR,Active,false,false,"Market Place, Taliparamba",,Kannur,Kerala,India,670141,business_none,,hashqubes@gmail.com,+91,9037804567,KL,32-Kerala
2025-03-28 15:40:23,2025-03-28 15:40:23,Wylets Interiors,,,,,INR,Active,false,false,"40/600, Eden Lane, Shalom Cashew,","Edappally, Kochi",Ernakulam,Kerala,India,682024,business_gst,32DZWPM7790D1ZR,nazeer@wyletsinteriors.com,+91,9809807876,KL,32-Kerala
2025-03-28 15:48:19,2025-03-28 15:55:41,MIT MERCY INSTITUTE OF TECHNOLOGY LLP,,,,+914872558487,INR,Active,false,false,"37/178,  Punnathoor Road","Puthenpally P.O, Guruvayur",Thrissur,Kerala,India,680103,business_gst,32ABZFM1228L1ZV,info@mercycollege.co.in,+91,8943241515,KL,32-Kerala
2025-03-28 23:52:02,2025-03-28 23:52:02,AMEES CLOTHING COMPANY,,,,,INR,Active,false,false,"6, budigere cross, Venus Bakery & Sweets,","Bidarahalli Hobli, Virgonagar Post",Bengaluru,Karnataka,India,560049,business_gst,29AAWPU1523G1Z7,usman@ameesclothing.com,+91,9739049147,KA,29-Karnataka
2025-05-04 11:22:18,2025-12-08 12:23:42,4DX Computers Trading,,,,,INR,Active,false,false,"Shop No: M29, M Floor, Computer Plaza",,Bur Dubai,Dubai,United Arab Emirates,,overseas,,accounts@4dxcomputers.com,,,,
2025-05-16 18:45:27,2025-05-16 18:45:27,Alees Homoeopathy Hospital,,,,+91- 4885 283454,INR,Active,false,false,"Perumpilavu, Karikkad PO",,Thrissur,Kerala,India,680519,consumer,,umerali29@gmail.com,,,KL,32-Kerala
2025-05-20 19:26:46,2025-12-04 17:35:18,ISLAHIYA ASSOCIATION,,,,,INR,Active,false,false,"Chennamangallur P O, Mukkam",,Kozhikode,Kerala,India,673602,consumer,,finance@islahiya.com,+91,8301007159,KL,32-Kerala
2025-05-20 20:17:52,2025-05-20 20:18:04,Oakland Passion,Mr.,Muhsinudheen,,,INR,Active,false,false,"Zamzam E Mall
Opp Punjab National Bank,
Vadakkekad",,Thrissur,Kerala,India,680506,consumer,,oaklandpassion@gmail.com,+91,8086853000,KL,32-Kerala
2025-05-20 20:26:36,2025-05-20 20:26:36,SITICS LOGISTIC SOLUTIONS PRIVATE LIMITED,,,,+914912530681,INR,Active,false,false,"18/802, English Church Road, Thayilpatti,","Pudupalli Theruvu, Nurani",Palakkad,Kerala,India,678014,business_gst,32AALCS5294A1ZG,it@sitics.co,+91,9495117111,KL,32-Kerala
2025-05-21 07:57:52,2025-05-23 18:07:21,PRINT O CRAFT,Mr.,Subair Kunjitharayil,,+917594825555,INR,Active,false,false,"11/185, Chemmannur Building, Ayyapath Line",Kunnamkulam,Thrissur,Kerala,India,680503,business_gst,32ALLPA6861D1ZF,printocraft@surumas.com,+91,8111920119,KL,32-Kerala
2025-05-21 18:03:41,2025-06-17 14:07:43,KAP (INDIA) PROJECTS AND CONSTRUCTIONS PRIVATE LIMITED,,,,+914872250725,INR,Active,false,false,"33/817, NISHAT, KURIACHIRA",CHIYYARAM,Thrissur,Kerala,India,680006,business_gst,32AABCK8164F1ZP,kap@kap.co.in,+91,9567595956,KL,32-Kerala
2025-05-22 00:16:09,2025-05-22 00:16:09,Amrutham Holidays,,,,,INR,Active,false,false,"Bankpadi Jn, Kavanattinkara, Kumarakom",,Kottayam,Kerala,India,686363,business_none,,info@amruthamholidays.com,+91,9656898980,KL,32-Kerala
2025-05-22 07:31:32,2025-05-22 07:31:32,ACERO STRUCTURAL ENGINEERS PRIVATE LIMITED,,,,,INR,Active,false,false,"54/190, , GREEN PARK AVENUE",AYYANTHOLE,Thrissur,Kerala,India,680003,business_gst,32AAPCA2455B1Z3,nidhin@abtechllc.com,+91,9447774586,KL,32-Kerala
2025-05-22 09:59:50,2025-05-22 09:59:50,ANSARI CHARITABLE TRUST,,,,,INR,Active,false,false,"VI/335, ANSARI CHARITABLE TRUST, PERUMPILAVU P O",KARIKKAD,Thrissur,Kerala,India,680519,business_gst,32AAATA3304R1ZW,finance@ansar.in,,,KL,32-Kerala
2025-05-22 17:55:59,2025-05-22 17:55:59,HITECH MEDICITY,,,,,INR,Active,false,false,"DOOR NO. 63/3362, 3363, 3364, ASPIRE MALL, Kozhikkode Mavoor Road",Kozhikode,Kozhikode,Kerala,India,673004,business_gst,32AAPFH9498A1Z3,renjithsoman.k@gmail.com,+91,8129622962,KL,32-Kerala
2025-05-22 18:55:49,2025-05-22 18:55:49,Empire College of Science,,,,,INR,Active,false,false,"Moodal, Kuttippuram",,Malappuram,Kerala,India,679571,consumer,,empireinstitutions@gmail.com,+91,9746180022,KL,32-Kerala
2025-05-26 23:43:46,2025-10-14 17:20:15,RENT A FURNITURE LLC,,,,,INR,Active,false,false,"Gate No. 9, Warehouse No.12, Ali Nasser Saleh Lootah ,",Jebel Ali Industrial 1,,Dubai,United Arab Emirates,,overseas,,info@rentafurniture.com,+971,545930355,,
2025-05-27 23:33:55,2025-05-27 23:33:55,ATEES INFOMEDIA PRIVATE LIMITED,,,,,INR,Active,false,false,"Kuriland Tower, Marar Road",Thrissur,Thrissur,Kerala,India,680001,business_gst,32AAKCA3830F1Z3,aneesh@atees.in,+91,9995074692,KL,32-Kerala
2025-05-28 18:26:38,2025-05-28 18:26:38,KICK-OFF SPORTS WEAR,,,,,INR,Active,false,false,"II/538 B27-28, , SMART TRADE CITY",KOTTAKKAL,Malappuram,Kerala,India,676503,business_gst,32BKYPS7094H1ZA,kickoffsportswear@gmail.com,+91,9447261581,KL,32-Kerala
2025-05-29 18:40:58,2025-09-15 18:07:16,AVION,,,,,INR,Active,false,false,,,Thrissur,Kerala,India,680503,consumer,,mohdali@mechelec.co,,,KL,32-Kerala
2025-05-29 19:12:59,2025-05-29 19:12:59,Malabar Holidays,Mr.,Fazir Ahammed,,,INR,Active,false,false,"A11 - 4th Floor, Jos Annex Building,
M G Road",,Ernakulam,Kerala,India,682016,consumer,,opsmalabarholidays@gmail.com,+91,8943797267,KL,32-Kerala
2025-05-30 23:27:03,2025-05-30 23:27:16,ABHILASH ALUMINIUM & GLASS WORKERS,Mr.,JOSE VILLA JOSEPH BASIL,,,INR,Active,false,false,"20/2935A, JOSE VILLA, KONAM ROAD","Perumpadappu, Palluruthy",Ernakulam,Kerala,India,682006,business_gst,32AFDPB2667J1ZQ,info@abhilashglass.com,+91,9387226969,KL,32-Kerala
2025-06-01 01:32:57,2025-06-01 01:32:57,,Mr.,Jithin N B,,,INR,Active,false,false,"Amakkavu, Peringode Post",,Palakkad,Kerala,India,679535,consumer,,jithiniyer@gmail.com,+91,9645246232,KL,32-Kerala
2025-06-03 18:12:21,2025-06-03 18:12:21,TAMAR INTERNATIONAL,,,,,INR,Active,false,false,"6/559 A, TAMAR INTERNATIONAL, NEERAD",KONDOTTY,Malappuram,Kerala,India,673638,business_gst,32AARFT0104D1ZQ,tamarfoodsinternational@gmail.com,+91,9778239903,KL,32-Kerala
2025-06-10 23:53:46,2025-06-10 23:53:46,Malabar Holidays,Mr.,Fazir Ahammed,,,INR,Active,false,false,"A11 - 4th Floor, Jos Annex Building,
M G Road",,Ernakulam,Kerala,India,682016,consumer,,opsmalabarholidays@gmail.com,+91,8943797267,KL,32-Kerala
2025-06-12 16:56:13,2025-06-12 16:56:13,Shanthi Prakashana,,,,,INR,Active,false,false,"Hidayath Centre, Near to State Bank Of India, Bibi Alabi Road",,Mengaluru,Karnataka,India,575001,business_none,,spkarnataka@gmail.com,+91,9448696490,KL,32-Kerala
2025-06-14 15:31:10,2025-11-11 19:15:30,AL SADEED for COMMERCIAL VALUATION,,,,,INR,Active,false,false,"Al Mana Towers, Suhaim Bin Hamad Street, P  Box: 23142",,,,Qatar,,overseas,,ali@alyafeiauditors.qa,,,,
2025-06-16 11:24:55,2025-06-16 11:34:05,ZEROC GLOBAL SOLUTIONS PVT LTD,,,,,INR,Active,false,false,"SUITE NO. A47 DOOR NO. 63/700, D SPACE, 6th FLOOR, SKY TOWER,","MAVOOR ROAD JUNCTION, BANK ROAD,",KOZHIKODE,Kerala,India,673001,consumer,,sales@zerocglobal.com,+91,8606205155,KL,32-Kerala
2025-06-17 00:32:27,2025-06-17 00:32:27,PAN ASIAN BUILDERS,,,,,INR,Active,false,false,"63/3888, SOORYA BUILDING, PUTHIYARA",Kozhikode,Kozhikode,Kerala,India,673004,business_gst,32AAPFP9020J1Z2,sujabu@panasianbuilders.com,+91,9562004400,KL,32-Kerala
2025-06-17 00:40:51,2025-06-17 00:40:51,AATMA AYURVEDIC PRIVATE LIMITED,,,,,INR,Active,false,false,"XVII/274-277, AATMA AYURVEDIC PRIVATE LIMITED, ANANDHAPURAM",MURIYAD,Thrissur,Kerala,India,680305,business_gst,32AAFCA1076J1ZX,aatma.mooss@gmail.com,+91,9446561397,KL,32-Kerala
2025-06-17 11:55:27,2025-06-17 11:55:27,,,MARWAN,,,INR,Active,false,false,,,,,,,consumer,,marwan.puthiyaveettil@gmail.com,+91,9946014736,KL,32-Kerala
2025-06-17 13:53:43,2025-06-17 13:55:58,GOOGLE ASIA PACIFIC PTE LTD,,,,,INR,Active,false,true,"8,MARINA BAY FINANCIAL CENTRE, MARINA BOULEVARD",,,Marine Parade,Singapore,018981,overseas,,accounts@signroots.com,,,,
2025-06-17 14:00:48,2025-06-17 14:00:48,Waseem Mohammed,,,,,INR,Active,false,false,Perumpilavu,,Thrissur,Kerala,India,680519,consumer,,waseemore@gmail.com,+91,8547951043,KL,32-Kerala
2025-06-17 14:09:44,2025-06-17 14:09:44,KAP INDIA TILES,,,,,INR,Active,false,false,"11/292, KAP INDIA TILES, PERAMANGALAM",PERAMANGALAM,Thrissur,Kerala,India,680545,business_gst,32AACFK5504B1Z4,kaptiles@gmail.com,+91,9400996076,KL,32-Kerala
2025-06-18 12:50:02,2025-06-18 12:50:02,Rajih Erooth,,,,,INR,Active,false,false,"Erooth, Vaniyambalam Post",,Malappuram,Kerala,India,,consumer,,rajih.wx@gmail.com,+91,9567380123,KL,32-Kerala
2025-06-21 10:00:22,2025-06-21 10:00:22,ARCHICRAFT,,,,,INR,Active,false,false,"Door No. XV, 18th cross, Kanaganagar,
R.T Nagar Post",,Bengaluru,Karnataka,India,560032,business_none,,info@archicraftmodels.com,+91,7592036010,KL,32-Kerala
2025-06-21 13:24:01,2025-06-21 13:24:01,Mantra Caterers,,,,,INR,Active,false,false,"XVI/206, Kandanassery, Kandanassery P O,","Near Jyothi Laboratories, Guruvayoor",Thrissur,Kerala,India,680102,business_none,,info@mantracaterers.com,+91,8086018888,KL,32-Kerala
2025-06-21 17:12:09,2025-06-21 17:15:13,NOOR INSTITUTE OF MEDICAL SPECIALITIES PVT LTD,,,,,INR,Active,false,false,"Kalikavu Road, Wandoor",Vaniyambalam Post,Malappuram,Kerala,India,679339,business_gst,32AABCN8401G1ZW,itdepartment@nimswandoor.in,+91,9400296889,KL,32-Kerala
2025-06-28 00:26:38,2025-06-28 00:26:38,JEESON AND COMPANY,,,,,INR,Active,false,false,"DOOR NO. 20/9-33, OLD NO. V/44/X/ABC, ARFA COMPLEX, HERBERT ROAD",KUNNAMKULAM,Thrissur,Kerala,India,680503,business_gst,32AGZPJ3501E1ZM,ca@jeeson.com,+91,9387963356,KL,32-Kerala
2025-07-01 16:28:49,2025-07-01 16:28:49,Dr Nabeela’s le Dent Aesthetic,,,,,INR,Active,false,false,"Oppositie Masjidussubhan
Devathiyal",,Malappuram,Kerala,India,673636,consumer,,irshadpkr@gmail.com,+91,9645464613,KL,32-Kerala
2025-07-02 13:56:09,2025-11-20 14:08:30,XL CREATIONS,,Fazlul Kabeer M,,,INR,Active,false,false,"Musliyarakath Kizhakke Parambil (H)
Cheeckode (Post)",,Malappuram,Kerala,India,673645,consumer,,xlfazal@gmail.com,+91,9946486262,KL,32-Kerala
2025-07-12 13:07:31,2025-07-12 16:48:49,CLOUD ASSOCIATES,,,,,INR,Active,false,false,"66/1883, Kattikaran House, Kattikaran Road",Kochi,Ernakulam,Kerala,India,682018,business_gst,32AINPN7380H1ZY,cloudassociates2020@gmail.com,+91,7034443118,KL,32-Kerala
2025-07-23 19:04:48,2025-07-24 11:19:02,WELCOME GLASS,,,,,INR,Active,false,false,"DOOR NO VI/448, , GURUVAYOOR ROAD PUNNAYOORKULAM",PUNNAYOORKULAM,Thrissur,Kerala,India,679561,consumer,,info@welcomeglass.com,+91,9745272625,KL,32-Kerala
2025-07-24 18:35:51,2025-07-24 18:35:51,Joy Ambooken And Associates,,,,,INR,Active,false,false,"JOY AMBOOKEN AND ASSOCIATES, Dr.O K JOHN MEMORIAL BUILDING, IKKANDA WARRIER ROAD",MISSION QUARTERS,Thrissur,Kerala,India,680001,business_gst,32ADFPA0781J1ZY,mail@joyambooken.com,+91,9447749508,KL,32-Kerala
2025-07-25 09:47:51,2025-07-26 12:56:41,SHARP SOLUTIONS - SECURITY,,,,,INR,Active,false,false,Mullurkara,,Thrissur,Kerala,India,680583,consumer,,info@sharpsolutions-security.com,+966,503452842,KL,32-Kerala
2025-07-25 10:55:28,2025-09-18 10:34:17,365 INFO SECURITY,,Afsal Rahman,,,INR,Active,false,false,,,,,,,consumer,,afsalrahman@gmail.com,,,KL,32-Kerala
2025-07-25 12:02:07,2025-07-25 12:02:07,SARADHI TRAVELS,,,,,INR,Active,false,false,"1/897, ORISON COMPLEX, WADAKKANCHERY ROAD",KUNNAMKULAM,Thrissur,Kerala,India,680503,business_gst,32AAIFS7801B1ZM,info@saradhitravels.com,+91,9387202122,KL,32-Kerala
2025-07-26 01:10:20,2025-07-26 01:10:20,Console Medical Charitable Trust,,,,,INR,Active,false,false,"IInd Floor, Emirates Tower
Enamavu Road, Chavakkad",,Thrissur,Kerala,India,680506,consumer,,info@consolemct.com,+91,9846797797,KL,32-Kerala
2025-07-26 12:16:25,2025-07-26 12:16:25,DuaCreation,,Fasaludheen,,,INR,Active,false,false,"Karukassery, Edavanakad",,Ernakulam,Kerala,India,682502,consumer,,fasalekd@gmail.com,+91,9496076221,KL,32-Kerala
2025-08-06 00:18:41,2025-08-06 00:18:41,SIO Kerala,,,,,INR,Active,false,false,"VidyarthiBhavanam, Mavoor Rd, Koombara",,Kozhikode,Kerala,India,673004,consumer,,siokeralapr@gmail.com,+91,8281649051,KL,32-Kerala
2025-08-06 09:03:52,2025-08-06 09:03:52,FLY FILM PRODUCTIONS,,,,,INR,Active,false,false,Vadakkekad,,Thrissur,Kerala,India,679561,consumer,,mohd.fly@gmail.com,+91,9747117777,KL,32-Kerala
2025-08-10 10:10:34,2025-10-04 18:28:15,MAXCOM BUSINESS SOLUTIONS,,,,,INR,Active,false,false,"506, 5th Floor, Damas Tower,
Al Maktoum Street",,Deira,Dubai,United Arab Emirates,,overseas,,info@maxcomgcc.com,+971,553337613,,
2025-08-13 18:07:07,2025-08-13 18:07:07,CHAND V RESIDENCY,,,,+914872437777,INR,Active,false,false,"227B,C,D,E,F,G, KUNDALIYOOR",KUNDALIYOOR,Thrissur,Kerala,India,680616,business_gst,32AALFC3845J1ZE,chandvresidency@gmail.com,+91,9526061238,KL,32-Kerala
2025-08-14 13:31:56,2025-08-14 13:31:56,Sabu Shefeeq,,,,,INR,Active,false,false,"F2, Andrabi Classic Apts, Ashirvad colony","1st Cross P&T Layout,  Hormavu",Bangalore,Karnataka,India,560043,consumer,,sabu.shefeeq@gmail.com,+91,9449809669,KL,32-Kerala
2025-08-18 17:50:51,2025-08-18 17:50:51,THE CRYSTAL PLAZA MALL,,,,,INR,Active,false,false,,,Thrissur,Kerala,India,,consumer,,noushu.abu@gmail.com,,,KL,32-Kerala
2025-08-20 10:43:13,2025-08-22 17:35:51,CreateCap Service Consulting LLP,,,,,INR,Active,false,false,"29/1168 A, Ponmulli Parambu, Kottoolli Mavoor Road",,Kozhikode,Kerala,India,673016,business_none,,peoples.startup2@gmail.com,+91,7042755898,KL,32-Kerala
2025-08-25 17:46:21,2025-12-12 19:57:28,FLYSEOSYS DIGITAL SOLUTIONS,,,,,INR,Active,false,false,"DownHill,",,Malappuram,Kerala,India,67651,business_none,,flyseosys@gmail.com,+91,9061616266,KL,32-Kerala
2025-08-27 07:40:33,2025-08-27 07:43:56,Food And Joy Limited,,,,+914872276600,INR,Active,false,false,"Kunjankoodu, Post Pazhuvil (West)",,Thrissur,Kerala,India,680564,business_none,,info@foodandjoyltd.com,,,KL,32-Kerala
2025-08-27 09:53:20,2025-08-27 09:53:20,Rahmaniya VHSS,,,,,INR,Active,false,false,Medical College PO,,Kozhikode,Kerala,India,673008,consumer,,info@rahmaniyavhs.org,+91,9188070135,KL,32-Kerala
2025-08-27 10:45:34,2025-08-27 10:45:34,Sukesh Roy Legal LLP,,,,,INR,Active,false,false,,,,,,,consumer,,hello@sukeshroylegal.com,,,KL,32-Kerala
2025-08-28 12:33:46,2025-08-28 12:35:00,PANTHER TECHNO LABS,,,,,INR,Active,false,false,"15/467E, , KARASSERY",MUKKAM,Kozhikode,Kerala,India,673602,business_gst,32BSJPM2489K1ZB,panthertechnolabs@gmail.com,+91,9447950498,KL,32-Kerala
2025-08-30 17:45:58,2025-08-30 17:45:58,LIFELAB INTERNATIONAL,,,,,INR,Active,false,false,"3/355-A14 AsheVille, West Nadakkav",,Kozhikode,Kerala,India,673011,consumer,,kabeer@lifelabintl.com,+91,9746876533,KL,32-Kerala
2025-09-02 02:19:14,2025-09-02 02:19:14,LV LINK,,,,,INR,Active,false,false,,,,,,,consumer,,akeel@lv-link.com,+971,561184993,KL,32-Kerala
2025-09-02 02:29:31,2025-09-03 20:34:43,ELIDE GLOBAL TOURISM LLP,,,,,INR,Active,false,false,"22/625-B,SUIT 007, IDEAL CENTER, 
NIT Campus PO",,Kozhikode,Kerala,India,673601,consumer,,info@elidegroup.com,,+393483035294,KL,32-Kerala
2025-09-02 03:01:03,2025-09-03 17:48:46,Al Jazeera Cold General Contracting Est,,,,,INR,Active,false,false,King Faisal bin Abdulaziz Street,Al Fayha District,Ras Tanura City,Al Hudud ash Shamaliyah,Saudi Arabia,32817,overseas,,info@jcgce.com.sa,+91,9946806208,,
2025-09-11 12:06:40,2025-09-11 14:39:52,AJMAL SHAHIN,,,,,INR,Active,false,false,Cheruvatta,Parambili Post,Kozhikode,Kerala,India,673012,consumer,,ajmal123shahin@gmail.com,+91,7012013653,KL,32-Kerala
2025-09-15 18:36:08,2025-11-07 10:03:15,SPUNIC INFRATECH LLP,,,,,INR,Active,false,false,"15/161-K,Thar Plazakacheripadi, Pandikkad Road Manjeri",,Malappuram,Kerala,India,676121,business_gst,32AEWFS9676J1ZY,spunicinfra@gmail.com,+91,7356854219,KL,32-Kerala
2025-09-16 16:48:33,2025-09-16 16:48:33,HOME HELP,,,,,INR,Active,false,false,"Pulimkunnathel , Naranipuzha",,Malapuram,Kerala,India,679574,consumer,,contact@homehelpbs.com,+974,70031701,KL,32-Kerala
2025-09-19 01:26:56,2025-09-19 01:33:28,ITRAT COMPUTERS AND MOBILES,,,,,INR,Active,false,false,"Shabia, ME-12",,MUSSAFAH,,United Arab Emirates,,consumer,,info@itrat.tech,,,KL,32-Kerala
2025-09-20 16:03:09,2025-09-20 16:03:50,Integrated Education Council India,,,,,INR,Active,false,false,Puthiyara Road,,Kozhikode,Kerala,India,673004,consumer,,admin@ieci.education,+91,9495911470,KL,32-Kerala
2025-09-22 18:02:26,2025-09-22 18:02:26,Bright Bloom General Contracting,,,,,INR,Active,false,false,M5 Musaffah,,,Abu Dhabi,United Arab Emirates,,overseas,,abinbabu.c@gmail.com,,,,
2025-09-30 14:47:22,2025-11-06 11:08:44,Shahir K,,,,,INR,Active,false,false,Chennamangallur,Mukkam,Kozhikode,Kerala,India,673602,consumer,,shahircmr@gmail.com,+91,9731066055,KL,32-Kerala
2025-10-06 16:34:38,2025-11-20 18:33:43,INTERMAN,,,,,INR,Active,false,false,"Valanchery, Dhana Tower, Opp.Bus Stand",,Malappuram,Kerala,India,676552,consumer,,info@interman.in,+91,9946211243,KL,32-Kerala
2025-10-06 16:40:26,2025-10-07 09:22:38,Mohamed Farook,,,,,INR,Active,false,false,"Cherukattil house
Post Kochanoor",,Thrissur,Kerala,India,679562,consumer,,admin@jazafco.com,+971,503677939,KL,32-Kerala
2025-10-06 18:24:40,2025-10-06 18:32:54,Apex Business Solutions Company,,,,,INR,Active,false,false,"Kattuppara, Perunthalmanna",,Malappuram,Kerala,India,679323,consumer,,aslamkandappath@gmail.com,+91,8891612680,KL,32-Kerala
2025-10-07 10:37:57,2025-10-07 10:37:57,VETROMECH,,,,,INR,Active,false,false,Melattur,,Malappuram,Kerala,India,,consumer,,finance@vetromech.com,,,KL,32-Kerala
2025-10-11 00:35:29,2025-10-11 00:35:29,SHAHEEN THAHA,,,,,INR,Active,false,false,"40/7990A, Near Convent Jn, Market Road,",,Ernakulam,Kerala,India,682011,consumer,,shaheenthaha@gmail.com,,,KL,32-Kerala
2025-10-11 01:09:00,2025-10-11 01:09:00,GLOBION TRADING and CONTRACTING WLL,,,,,INR,Active,false,false,,,Kannur,Kerala,India,,consumer,,shameemsa@gmail.com,,,KL,32-Kerala
2025-10-11 14:46:01,2025-10-11 14:46:01,BROOK TOTAL WATER MANAGEMENT SOLUTION,,,,,INR,Active,false,false,"XI/14, ALAMKODE PANCHAYATH, VALAYAMKULAM",KOKKUR,Malappuram,Kerala,India,679591,business_registered_composition,32BJXPP5932R1Z4,info@brookindia.com,+91,9995877446,KL,32-Kerala
2025-10-13 01:58:26,2025-10-13 01:58:26,ZOOMX AUTOHUB,,,,,INR,Active,false,false,"VI/147H-I, MAH Complex, AE Office Junction.",Punnayurkulam Post,Thrissur,Kerala,India,679561,business_none,,zoomxautohub@gmail.com,+91,7736101353,KL,32-Kerala
2025-10-14 10:26:50,2025-10-14 10:26:50,DICTARIGHT,,,,,INR,Active,false,false,,,Kozhikode,Kerala,India,,consumer,,hasnalhk@gmail.com,+91,9633332878,KL,32-Kerala
2025-10-14 10:33:56,2025-10-14 10:33:56,,Adv,Aneesh,Srekumar,,INR,Active,false,false,"906, Travancore Twingle, Ayyappankavu",Kochi,,Kerala,India, 682018,consumer,,aneeshsrekumar@gmail.com,+91,9496815692,KL,32-Kerala
2025-10-14 18:05:30,2025-10-14 18:05:30,La Centinaioo Designs LLC,,,,,INR,Active,false,false,"Al Quoz Ind 4, Dulsco Warehouse E2",,Dubai,,United Arab Emirates,,overseas,,accounts@centinaioo.com,+971,501067585,,
2025-10-21 07:59:59,2025-10-21 07:59:59,SOUTHZONE HOSPITALS AND RESEARCH CENTRE PRIVATE LIMITED,,,,,INR,Active,false,false,"22/167-1,2,3,4,5, Chandanam Plaza Building, Guruvayoor Road",Kunnamkulam P. O.,Thrissur,Kerala,India,680503,business_gst,32AAOCS0384C1ZK,info@southzonehospitals.com,+91,9847246061,KL,32-Kerala
2025-10-21 20:05:19,2025-10-21 20:05:19,Tass & Hamjit Qatar,,,,,INR,Active,false,false,,,,,,,consumer,,qatar.bo@tasshamjit.com,+974,31621311,KL,32-Kerala
2025-10-21 20:09:56,2025-10-21 20:10:35,AL BARUWAZ Contracting and Service,,,,,INR,Active,false,false,Alakode,,Kannur,Kerala,India,670571,consumer,,accts.albaruwaz@gmail.com,+974,77987722,KL,32-Kerala
2025-10-23 07:56:09,2025-11-28 10:19:23,"Pravasi Malayalee Association, Malaysia",,,,,INR,Active,false,false,"No.7-8-5, Jalan Munshi Abdullah,",,Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur,Malaysia,50100,overseas,,info@pmamalaysia.org,,,,
2025-10-23 18:55:26,2025-10-23 18:55:26,AL FALAH HIGH SCHOOL,,,,,INR,Active,false,false,"Peringadi P.O, New Mahe",,,Kerala,India,673312,consumer,,info@alfalahschool.in,+91,7025714092,KL,32-Kerala
2025-10-24 10:31:52,2025-10-24 10:31:52,Tree of Life Consulting LLP,,,,,INR,Active,false,false,"LPOne Beyond Coworking, Level 2
Venture Arcade","Mavoor Road,Above Croma
Thondayad",Kozhikode,Kerala,India,673016,business_none,,info@treeoflifeconsult.com,+91,9037571671,KL,32-Kerala
2025-10-27 17:43:47,2025-10-27 17:43:47,THAJWA Dates & nuts,,,,,INR,Active,false,false,"PK Tower, Ground Floor
Wayanad Road Perumpally,
Thamarassery",,Kozhikode,Kerala,India,673586,consumer,,info@thajwa.com,+91,9744131218,KL,32-Kerala
2025-10-28 19:15:49,2025-10-28 19:15:49,TOTAL TRUST AIR CONDITIONING,,,,,INR,Active,false,false,"71/728, Kalathingal Arcade, Kannur Road",Kozhikode,Kozhikode,Kerala,India,673005,business_gst,32CMLPR5359E1ZT,rashid.ttac@gmail.com,+91,7736419261,KL,32-Kerala
2025-10-29 10:11:23,2025-10-29 10:11:23,Share & Care Charitable Society,,,,,INR,Active,false,false,"Nehru Nagar, 1st Avenue
Kunnamkulam",,Thrissur,Kerala,India,680503,consumer,,shareandcarekunnamkulam@gmail.com,+91,9387091234,KL,32-Kerala
2025-11-02 02:46:34,2025-11-02 02:46:34,Malabar History,,,,,INR,Active,false,false,,,,,,,consumer,,,,,KL,32-Kerala
2025-11-04 13:37:05,2025-11-04 13:37:05,HYPERTECH Mobile Phone Service Training Academy,,,,,INR,Active,false,false,Kunnamkulam,,Thrissur,Kerala,India,680503,consumer,,info@hypertech.in,+91,9847338724,KL,32-Kerala
